month,hs_code,hs_desc,hhi,c3_share,supplier_count,hhi_risk_band
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.26699148924640154,0.8360994748285063,51,Highly concentrated
2025-12-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.23859275401963084,0.765114852341366,84,Moderately concentrated
2025-12-01,853400,PRINTED CIRCUITS,0.1837279591426865,0.6423273135638654,76,Moderately concentrated
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.16344177120804734,0.5838090285909744,83,Moderately concentrated
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.145289214909303,0.5559752163185887,48,Unconcentrated
