hs_code,hs_desc,top1_country,top1_share_pct,top2_country,top2_share_pct,top3_country,top3_share_pct,top3_total_share_pct,hhi,c3_share_pct,supplier_count,hhi_risk_band
854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",TAIWAN,40.6601113549984,"KOREA, SOUTH",26.235633099543502,JAPAN,16.71420302830874,83.60994748285063,0.26699148924640154,83.60994748285063,51,Highly concentrated
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",TAIWAN,39.044877634740104,MALAYSIA,23.96739409264895,ISRAEL,13.49921350674754,76.5114852341366,0.23859275401963084,76.5114852341366,84,Moderately concentrated
853400,PRINTED CIRCUITS,CHINA,34.69111652292444,TAIWAN,20.72659137258874,"KOREA, SOUTH",8.815023460873357,64.23273135638654,0.1837279591426865,64.23273135638654,76,Moderately concentrated
854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",TAIWAN,33.45611112956471,MALAYSIA,15.807972372881196,"KOREA, SOUTH",9.116819356651535,58.38090285909744,0.16344177120804734,58.38090285909744,83,Moderately concentrated
854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",TAIWAN,28.88342735834182,MALAYSIA,16.385483035899632,PHILIPPINES,10.328611237617428,55.59752163185887,0.145289214909303,55.59752163185887,48,Unconcentrated
