hs_code,hs_desc,CTY_CODE,country,import_value,import_qty,qty_unit,COMM_LVL,time,COMM_LVL.1,I_COMMODITY.1,month,total_import_value,country_share,unit_value_proxy
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,9340,0,-,HS6,2021-01-01,HS6,854231,2021-01-01,1688276929,5.532267745631203e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,12800,0,-,HS6,2021-02-01,HS6,854231,2021-02-01,1694558066,7.553591851953688e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,14473,0,-,HS6,2021-03-01,HS6,854231,2021-03-01,3057776821,4.733177353102841e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-04-01,HS6,854231,2021-04-01,2177628920,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-05-01,HS6,854231,2021-05-01,2540123861,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-06-01,HS6,854231,2021-06-01,2675161092,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-07-01,HS6,854231,2021-07-01,2168023727,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-08-01,HS6,854231,2021-08-01,2650960968,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-09-01,HS6,854231,2021-09-01,2369967244,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-10-01,HS6,854231,2021-10-01,1792343744,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-11-01,HS6,854231,2021-11-01,1962930856,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,6246,0,-,HS6,2021-12-01,HS6,854231,2021-12-01,2566550641,2.4336165046665057e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,12880,0,-,HS6,2022-02-01,HS6,854231,2022-02-01,1787405097,7.205976989557617e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,32200,0,-,HS6,2022-03-01,HS6,854231,2022-03-01,2738071281,1.1760102895582724e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,3690,0,-,HS6,2022-04-01,HS6,854231,2022-04-01,1914385924,1.927511038260225e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,11678,0,-,HS6,2022-05-01,HS6,854231,2022-05-01,2174862529,5.369534784053471e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2022-06-01,HS6,854231,2022-06-01,2763065137,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,8129,0,-,HS6,2022-07-01,HS6,854231,2022-07-01,1641318109,4.952726686816809e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2022-08-01,HS6,854231,2022-08-01,1667208662,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,7990,0,-,HS6,2022-09-01,HS6,854231,2022-09-01,2286645890,3.4942008445391602e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,10205,0,-,HS6,2022-10-01,HS6,854231,2022-10-01,2184144575,4.672309753121539e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,38212,0,-,HS6,2022-11-01,HS6,854231,2022-11-01,1773208496,2.1549637330409002e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,6822,0,-,HS6,2022-12-01,HS6,854231,2022-12-01,1736382668,3.928857460814047e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,3240,0,-,HS6,2023-01-01,HS6,854231,2023-01-01,1346412645,2.406394512137102e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2023-02-01,HS6,854231,2023-02-01,1513840559,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,8209,0,-,HS6,2023-03-01,HS6,854231,2023-03-01,1831897120,4.481146845189647e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,20195,0,-,HS6,2023-04-01,HS6,854231,2023-04-01,1361544667,1.4832418274236462e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,8713,0,-,HS6,2023-05-01,HS6,854231,2023-05-01,1588330202,5.485635158878632e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,10960,0,-,HS6,2023-06-01,HS6,854231,2023-06-01,1753632265,6.249885006535278e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,7500,0,-,HS6,2023-07-01,HS6,854231,2023-07-01,1753401530,4.277400168574052e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,29070,0,-,HS6,2023-08-01,HS6,854231,2023-08-01,1599449931,1.817499843951039e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,6460,0,-,HS6,2023-09-01,HS6,854231,2023-09-01,1816405514,3.5564745593477645e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,20846,0,-,HS6,2023-10-01,HS6,854231,2023-10-01,1764063506,1.181703489080625e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,4061,0,-,HS6,2023-11-01,HS6,854231,2023-11-01,1758321877,2.3095885077246297e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,50988,0,-,HS6,2023-12-01,HS6,854231,2023-12-01,2053713148,2.4827225773791462e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,105749,0,-,HS6,2024-01-01,HS6,854231,2024-01-01,1703290113,6.208513699040064e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-02-01,HS6,854231,2024-02-01,1453756162,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-03-01,HS6,854231,2024-03-01,2270028636,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-04-01,HS6,854231,2024-04-01,2002192150,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,15092,0,-,HS6,2024-05-01,HS6,854231,2024-05-01,2175219889,6.938149138999528e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,176883,0,-,HS6,2024-06-01,HS6,854231,2024-06-01,2560068189,6.90930814890103e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,79251,0,-,HS6,2024-07-01,HS6,854231,2024-07-01,2535683090,3.1254300000084e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-08-01,HS6,854231,2024-08-01,2432430115,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-09-01,HS6,854231,2024-09-01,3212467524,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,25500,0,-,HS6,2024-10-01,HS6,854231,2024-10-01,2558468735,9.966899204652582e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-11-01,HS6,854231,2024-11-01,2420154136,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-12-01,HS6,854231,2024-12-01,2933332026,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,42500,0,-,HS6,2025-02-01,HS6,854231,2025-02-01,2158348067,1.9690985272395364e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,8500,0,-,HS6,2025-03-01,HS6,854231,2025-03-01,3025983653,2.809003938792924e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,254636,0,-,HS6,2025-04-01,HS6,854231,2025-04-01,2435360298,0.00010455783491630198,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,6000,0,-,HS6,2025-05-01,HS6,854231,2025-05-01,2364749994,2.5372661022195144e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2025-06-01,HS6,854231,2025-06-01,2798430718,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,42900,0,-,HS6,2025-07-01,HS6,854231,2025-07-01,2344004763,1.8302010591946908e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2025-08-01,HS6,854231,2025-08-01,2287225181,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,7840,0,-,HS6,2025-09-01,HS6,854231,2025-09-01,2730700328,2.8710583580374476e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,94164,0,-,HS6,2025-10-01,HS6,854231,2025-10-01,2560404189,3.6777005913576876e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,114079,0,-,HS6,2025-11-01,HS6,854231,2025-11-01,3334837978,3.420825861783442e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,110288,0,-,HS6,2025-12-01,HS6,854231,2025-12-01,3839762122,2.8722612624386943e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5210,YEMEN,26640,0,-,HS6,2022-10-01,HS6,854231,2022-10-01,2184144575,1.2196994789138444e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5210,YEMEN,0,0,-,HS6,2022-11-01,HS6,854231,2022-11-01,1773208496,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5210,YEMEN,0,0,-,HS6,2022-12-01,HS6,854231,2022-12-01,1736382668,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,152485,0,-,HS6,2021-01-01,HS6,854231,2021-01-01,1688276929,9.031989798635696e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,316868,0,-,HS6,2021-02-01,HS6,854231,2021-02-01,1694558066,0.0001869915267925673,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,261696,0,-,HS6,2021-03-01,HS6,854231,2021-03-01,3057776821,8.558374770936233e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,105372,0,-,HS6,2021-04-01,HS6,854231,2021-04-01,2177628920,4.838840953673595e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,200436,0,-,HS6,2021-05-01,HS6,854231,2021-05-01,2540123861,7.890796314203829e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,304924,0,-,HS6,2021-06-01,HS6,854231,2021-06-01,2675161092,0.00011398341614337444,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,304814,0,-,HS6,2021-07-01,HS6,854231,2021-07-01,2168023727,0.00014059532476694153,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,315954,0,-,HS6,2021-08-01,HS6,854231,2021-08-01,2650960968,0.00011918470464631903,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,332268,0,-,HS6,2021-09-01,HS6,854231,2021-09-01,2369967244,0.00014019940606402743,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,347481,0,-,HS6,2021-10-01,HS6,854231,2021-10-01,1792343744,0.00019386961968830907,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,316418,0,-,HS6,2021-11-01,HS6,854231,2021-11-01,1962930856,0.0001611967120659496,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,317528,0,-,HS6,2021-12-01,HS6,854231,2021-12-01,2566550641,0.00012371780043127543,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,529208,0,-,HS6,2022-01-01,HS6,854231,2022-01-01,1660187978,0.00031876390325240626,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,280988,0,-,HS6,2022-02-01,HS6,854231,2022-02-01,1787405097,0.0001572044303060416,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,218343,0,-,HS6,2022-03-01,HS6,854231,2022-03-01,2738071281,7.9743358587895e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,501224,0,-,HS6,2022-04-01,HS6,854231,2022-04-01,1914385924,0.0002618197270029656,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,225911,0,-,HS6,2022-05-01,HS6,854231,2022-05-01,2174862529,0.00010387369177944028,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,485840,0,-,HS6,2022-06-01,HS6,854231,2022-06-01,2763065137,0.000175833712167749,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,436333,0,-,HS6,2022-07-01,HS6,854231,2022-07-01,1641318109,0.0002658430426176453,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,311032,0,-,HS6,2022-08-01,HS6,854231,2022-08-01,1667208662,0.000186558531687859,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,326473,0,-,HS6,2022-09-01,HS6,854231,2022-09-01,2286645890,0.0001427737462226825,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,374980,0,-,HS6,2022-10-01,HS6,854231,2022-10-01,2184144575,0.00017168277425041792,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,1397014,0,-,HS6,2022-11-01,HS6,854231,2022-11-01,1773208496,0.0007878453115645347,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,296020,0,-,HS6,2022-12-01,HS6,854231,2022-12-01,1736382668,0.00017048085393582148,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,588380,0,-,HS6,2023-01-01,HS6,854231,2023-01-01,1346412645,0.0004369982725466753,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,355342,0,-,HS6,2023-02-01,HS6,854231,2023-02-01,1513840559,0.00023472881466112178,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,514412,0,-,HS6,2023-03-01,HS6,854231,2023-03-01,1831897120,0.00028080834583112395,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,260660,0,-,HS6,2023-04-01,HS6,854231,2023-04-01,1361544667,0.0001914443251974487,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,760071,0,-,HS6,2023-05-01,HS6,854231,2023-05-01,1588330202,0.00047853462651716293,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,194501,0,-,HS6,2023-06-01,HS6,854231,2023-06-01,1753632265,0.00011091321931168962,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,324636,0,-,HS6,2023-07-01,HS6,854231,2023-07-01,1753401530,0.0001851464108166941,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,805041,0,-,HS6,2023-08-01,HS6,854231,2023-08-01,1599449931,0.000503323664215407,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,978518,0,-,HS6,2023-09-01,HS6,854231,2023-09-01,1816405514,0.0005387112032296991,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,535559,0,-,HS6,2023-10-01,HS6,854231,2023-10-01,1764063506,0.0003035939455571958,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,1075293,0,-,HS6,2023-11-01,HS6,854231,2023-11-01,1758321877,0.0006115450271452204,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,99741,0,-,HS6,2023-12-01,HS6,854231,2023-12-01,2053713148,4.856617882450252e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,142430,0,-,HS6,2024-01-01,HS6,854231,2024-01-01,1703290113,8.362051708803643e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,594690,0,-,HS6,2024-02-01,HS6,854231,2024-02-01,1453756162,0.0004090713529164735,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,315553,0,-,HS6,2024-03-01,HS6,854231,2024-03-01,2270028636,0.0001390083785709565,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,312069,0,-,HS6,2024-04-01,HS6,854231,2024-04-01,2002192150,0.00015586366173696165,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,261603,0,-,HS6,2024-05-01,HS6,854231,2024-05-01,2175219889,0.00012026508277297202,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,227425,0,-,HS6,2024-06-01,HS6,854231,2024-06-01,2560068189,8.883552437282364e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,197628,0,-,HS6,2024-07-01,HS6,854231,2024-07-01,2535683090,7.793876166126106e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,140009,0,-,HS6,2024-08-01,HS6,854231,2024-08-01,2432430115,5.7559310393589665e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,274139,0,-,HS6,2024-09-01,HS6,854231,2024-09-01,3212467524,8.533595995973094e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,343997,0,-,HS6,2024-10-01,HS6,854231,2024-10-01,2558468735,0.00013445425198834802,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,251312,0,-,HS6,2024-11-01,HS6,854231,2024-11-01,2420154136,0.00010384131996458923,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,375867,0,-,HS6,2024-12-01,HS6,854231,2024-12-01,2933332026,0.0001281365343808509,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,350008,0,-,HS6,2025-01-01,HS6,854231,2025-01-01,2617600674,0.00013371329075383636,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,607309,0,-,HS6,2025-02-01,HS6,854231,2025-02-01,2158348067,0.0002813767664657213,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,402073,0,-,HS6,2025-03-01,HS6,854231,2025-03-01,3025983653,0.00013287348713909261,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,566972,0,-,HS6,2025-04-01,HS6,854231,2025-04-01,2435360298,0.00023280826268935094,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,598050,0,-,HS6,2025-05-01,HS6,854231,2025-05-01,2364749994,0.0002529019987387301,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,495818,0,-,HS6,2025-06-01,HS6,854231,2025-06-01,2798430718,0.00017717715747286904,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,1678430,0,-,HS6,2025-07-01,HS6,854231,2025-07-01,2344004763,0.0007160522992503834,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,159089,0,-,HS6,2025-08-01,HS6,854231,2025-08-01,2287225181,6.95554601801142e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,484877,0,-,HS6,2025-09-01,HS6,854231,2025-09-01,2730700328,0.00017756507187118923,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,220881,0,-,HS6,2025-10-01,HS6,854231,2025-10-01,2560404189,8.626802008407432e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,86881,0,-,HS6,2025-11-01,HS6,854231,2025-11-01,3334837978,2.605254005536577e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,200734,0,-,HS6,2025-12-01,HS6,854231,2025-12-01,3839762122,5.2277717635134275e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,2780,0,-,HS6,2021-01-01,HS6,854231,2021-01-01,1688276929,1.6466492861728848e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,30960,0,-,HS6,2021-02-01,HS6,854231,2021-02-01,1694558066,1.827025029191298e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,23562,0,-,HS6,2021-03-01,HS6,854231,2021-03-01,3057776821,7.705598341312039e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2021-04-01,HS6,854231,2021-04-01,2177628920,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2021-05-01,HS6,854231,2021-05-01,2540123861,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,5192,0,-,HS6,2021-06-01,HS6,854231,2021-06-01,2675161092,1.940817700857919e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2021-07-01,HS6,854231,2021-07-01,2168023727,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,5674,0,-,HS6,2021-08-01,HS6,854231,2021-08-01,2650960968,2.1403559194161623e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,118039,0,-,HS6,2021-09-01,HS6,854231,2021-09-01,2369967244,4.980617360802646e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,129298,0,-,HS6,2021-10-01,HS6,854231,2021-10-01,1792343744,7.213906396740826e-05,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,8813,0,-,HS6,2021-11-01,HS6,854231,2021-11-01,1962930856,4.4897149449058335e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2021-12-01,HS6,854231,2021-12-01,2566550641,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,5249,0,-,HS6,2022-02-01,HS6,854231,2022-02-01,1787405097,2.9366594113499945e-06,inf
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2022-03-01,HS6,854231,2022-03-01,2738071281,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2022-04-01,HS6,854231,2022-04-01,1914385924,0.0,
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,42099,0,-,HS6,2022-05-01,HS6,854231,2022-05-01,2174862529,1.9357085534669213e-05,inf
