month,hs_code,hs_desc,hhi,c3_share,supplier_count
2024-12-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.19484071281201093,0.7203046175039444,87
2024-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.18898932663695972,0.6695287138865691,54
2024-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1566821466975621,0.5795663666908802,52
2024-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.15357414846393547,0.5749692111134925,89
2025-01-01,853400,PRINTED CIRCUITS,0.21631285668526185,0.6987889610878714,49
2025-01-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2065027556942902,0.7017908439001266,56
2025-01-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.17064864841463162,0.6297917954979807,30
2025-01-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1651255972561598,0.6009043986222468,32
2025-01-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.13401348666738164,0.5603394607938514,52
2025-02-01,853400,PRINTED CIRCUITS,0.2459966902753383,0.7032016179128865,56
2025-02-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2005095142064101,0.7365556817764184,59
2025-02-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.19188042011958326,0.6512526496291604,35
2025-02-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1560654467049022,0.5939955828176205,36
2025-02-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1395037382565491,0.5727618330509727,60
2025-03-01,853400,PRINTED CIRCUITS,0.31906584538666544,0.7603535173931516,58
2025-03-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2207077864245583,0.7451642660939386,64
2025-03-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.19298758552927364,0.6947360514441492,40
2025-03-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.14851346349560562,0.5724407654057317,36
2025-03-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.14880369726058956,0.5759256521233433,63
2025-04-01,853400,PRINTED CIRCUITS,0.2322928757380199,0.7097305896296645,62
2025-04-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.21556095047803034,0.7264523177342197,68
2025-04-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.19375949636801076,0.6925748778104122,41
2025-04-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.142699190963969,0.5783038076634865,39
2025-04-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1595313590635179,0.6076540816688372,67
2025-05-01,853400,PRINTED CIRCUITS,0.19806682388646768,0.66128576068944,66
2025-05-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.22719367171784274,0.7301977885109152,73
2025-05-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2745106704963501,0.7626241813028097,43
2025-05-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.13767170607436424,0.5529098707412212,43
2025-05-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.13555629376182926,0.5395867832467582,70
2025-06-01,853400,PRINTED CIRCUITS,0.23624578986338624,0.7262591711836615,67
2025-06-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.21567877838164926,0.7118884484743566,77
2025-06-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.38234746185502355,0.858478614685001,43
2025-06-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.13291411979852985,0.5390398051313611,46
2025-06-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.12643087964588323,0.5551619256188796,73
2025-07-01,853400,PRINTED CIRCUITS,0.17534517606165928,0.6492870830875122,70
2025-07-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.20901060786373882,0.7294506137486035,78
2025-07-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.2645850281753726,0.7695317860568837,45
2025-07-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1325386392901038,0.5432488817124103,46
2025-07-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.11605109982194234,0.47872363304620175,76
2025-08-01,853400,PRINTED CIRCUITS,0.18245980409876414,0.6400353790295179,70
2025-08-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.2033216159462651,0.7070387316621625,80
2025-08-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.3016207780074653,0.7568285684225561,47
2025-08-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1294112834887173,0.5476432541727635,46
2025-08-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.14723041761150574,0.5437674208364003,78
2025-09-01,853400,PRINTED CIRCUITS,0.1843026454657679,0.647615831763321,71
2025-09-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.18734634280047116,0.6895593740888876,81
2025-09-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.24414460933904936,0.7823626200382121,47
2025-09-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.14003354756551578,0.5769458409095891,46
2025-09-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.17642198586198057,0.5846227569397652,78
2025-10-01,853400,PRINTED CIRCUITS,0.19285949505926117,0.6534691062595748,71
2025-10-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.21272243917471192,0.7495890153771343,81
2025-10-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.23552013173151665,0.7513107772340338,48
2025-10-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.12588909344035154,0.5251635030862889,46
2025-10-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.16552622749468224,0.5928317626310327,79
2025-11-01,853400,PRINTED CIRCUITS,0.17544210194133558,0.6403484176549372,73
2025-11-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.21952904467803974,0.7447937007391249,83
2025-11-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.3013691004369343,0.8235159130398009,49
2025-11-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.1417585523642499,0.5851014794666923,47
2025-11-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.1666909558939056,0.5888704762573628,82
2025-12-01,853400,PRINTED CIRCUITS,0.1837279591426865,0.6423273135638654,76
2025-12-01,854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",0.23859275401963084,0.765114852341366,84
2025-12-01,854232,"MEMORIES, ELECTRONIC INTEGRATED CIRCUITS",0.26699148924640154,0.8360994748285063,51
2025-12-01,854233,"AMPLIFIERS, ELECTRONIC INTEGRATED CIRCUITS",0.145289214909303,0.5559752163185887,48
2025-12-01,854239,"ELECTRONIC INTEGRATED CIRCUITS, NESOI",0.16344177120804734,0.5838090285909744,83
