I_COMMODITY,I_COMMODITY_SDESC,CTY_CODE,CTY_NAME,GEN_VAL_MO,GEN_QY1_MO,UNIT_QY1,COMM_LVL,time,COMM_LVL,I_COMMODITY
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,9340,0,-,HS6,2021-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,12800,0,-,HS6,2021-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,14473,0,-,HS6,2021-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2021-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,6246,0,-,HS6,2021-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,12880,0,-,HS6,2022-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,32200,0,-,HS6,2022-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,3690,0,-,HS6,2022-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,11678,0,-,HS6,2022-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2022-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,8129,0,-,HS6,2022-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2022-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,7990,0,-,HS6,2022-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,10205,0,-,HS6,2022-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,38212,0,-,HS6,2022-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,6822,0,-,HS6,2022-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,3240,0,-,HS6,2023-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2023-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,8209,0,-,HS6,2023-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,20195,0,-,HS6,2023-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,8713,0,-,HS6,2023-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,10960,0,-,HS6,2023-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,7500,0,-,HS6,2023-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,29070,0,-,HS6,2023-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,6460,0,-,HS6,2023-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,20846,0,-,HS6,2023-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,4061,0,-,HS6,2023-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,50988,0,-,HS6,2023-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,105749,0,-,HS6,2024-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,15092,0,-,HS6,2024-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,176883,0,-,HS6,2024-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,79251,0,-,HS6,2024-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,25500,0,-,HS6,2024-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2024-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,42500,0,-,HS6,2025-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,8500,0,-,HS6,2025-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,254636,0,-,HS6,2025-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,6000,0,-,HS6,2025-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2025-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,42900,0,-,HS6,2025-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,0,0,-,HS6,2025-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,7840,0,-,HS6,2025-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,94164,0,-,HS6,2025-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,114079,0,-,HS6,2025-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5200,UNITED ARAB EMIRATES,110288,0,-,HS6,2025-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5210,YEMEN,26640,0,-,HS6,2022-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5210,YEMEN,0,0,-,HS6,2022-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5210,YEMEN,0,0,-,HS6,2022-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,152485,0,-,HS6,2021-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,316868,0,-,HS6,2021-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,261696,0,-,HS6,2021-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,105372,0,-,HS6,2021-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,200436,0,-,HS6,2021-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,304924,0,-,HS6,2021-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,304814,0,-,HS6,2021-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,315954,0,-,HS6,2021-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,332268,0,-,HS6,2021-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,347481,0,-,HS6,2021-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,316418,0,-,HS6,2021-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,317528,0,-,HS6,2021-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,529208,0,-,HS6,2022-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,280988,0,-,HS6,2022-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,218343,0,-,HS6,2022-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,501224,0,-,HS6,2022-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,225911,0,-,HS6,2022-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,485840,0,-,HS6,2022-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,436333,0,-,HS6,2022-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,311032,0,-,HS6,2022-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,326473,0,-,HS6,2022-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,374980,0,-,HS6,2022-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,1397014,0,-,HS6,2022-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,296020,0,-,HS6,2022-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,588380,0,-,HS6,2023-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,355342,0,-,HS6,2023-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,514412,0,-,HS6,2023-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,260660,0,-,HS6,2023-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,760071,0,-,HS6,2023-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,194501,0,-,HS6,2023-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,324636,0,-,HS6,2023-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,805041,0,-,HS6,2023-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,978518,0,-,HS6,2023-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,535559,0,-,HS6,2023-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,1075293,0,-,HS6,2023-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,99741,0,-,HS6,2023-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,142430,0,-,HS6,2024-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,594690,0,-,HS6,2024-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,315553,0,-,HS6,2024-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,312069,0,-,HS6,2024-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,261603,0,-,HS6,2024-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,227425,0,-,HS6,2024-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,197628,0,-,HS6,2024-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,140009,0,-,HS6,2024-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,274139,0,-,HS6,2024-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,343997,0,-,HS6,2024-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,251312,0,-,HS6,2024-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,375867,0,-,HS6,2024-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,350008,0,-,HS6,2025-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,607309,0,-,HS6,2025-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,402073,0,-,HS6,2025-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,566972,0,-,HS6,2025-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,598050,0,-,HS6,2025-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,495818,0,-,HS6,2025-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,1678430,0,-,HS6,2025-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,159089,0,-,HS6,2025-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,484877,0,-,HS6,2025-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,220881,0,-,HS6,2025-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,86881,0,-,HS6,2025-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5330,INDIA,200734,0,-,HS6,2025-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,2780,0,-,HS6,2021-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,30960,0,-,HS6,2021-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,23562,0,-,HS6,2021-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2021-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2021-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,5192,0,-,HS6,2021-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2021-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,5674,0,-,HS6,2021-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,118039,0,-,HS6,2021-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,129298,0,-,HS6,2021-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,8813,0,-,HS6,2021-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2021-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,5249,0,-,HS6,2022-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2022-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2022-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,42099,0,-,HS6,2022-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2022-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,13416,0,-,HS6,2022-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2022-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2022-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,6628,0,-,HS6,2022-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,47630,0,-,HS6,2022-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2022-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,9912,0,-,HS6,2023-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,54740,0,-,HS6,2023-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2023-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,15841,0,-,HS6,2023-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,29616,0,-,HS6,2024-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,32200,0,-,HS6,2024-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,2957,0,-,HS6,2024-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,103040,0,-,HS6,2024-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,3078,0,-,HS6,2024-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,8870,0,-,HS6,2024-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,36590,0,-,HS6,2024-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,31180,0,-,HS6,2024-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,17650,0,-,HS6,2024-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,17307,0,-,HS6,2024-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2024-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2024-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,14357,0,-,HS6,2025-01-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,5873,0,-,HS6,2025-02-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,16580,0,-,HS6,2025-03-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,2199,0,-,HS6,2025-04-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,92918,0,-,HS6,2025-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,5221,0,-,HS6,2025-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2025-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,0,0,-,HS6,2025-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,2780,0,-,HS6,2025-09-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,3916,0,-,HS6,2025-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,17549,0,-,HS6,2025-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5420,SRI LANKA,9576,0,-,HS6,2025-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5460,BURMA,4973,0,-,HS6,2021-10-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5460,BURMA,0,0,-,HS6,2021-11-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5460,BURMA,0,0,-,HS6,2021-12-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5460,BURMA,49024,0,-,HS6,2022-05-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5460,BURMA,0,0,-,HS6,2022-06-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5460,BURMA,0,0,-,HS6,2022-07-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5460,BURMA,0,0,-,HS6,2022-08-01,HS6,854231
854231,"PROCESSORS AND CONTROLLERS, ELECTRONIC INTEG CIRCT",5460,BURMA,0,0,-,HS6,2022-09-01,HS6,854231
